Block_ID_1,Block_ID_2,Similarity
1,2,37.899922638343696
1,3,36.377811954468264
1,4,43.99204335179062
1,5,41.645352676863226
1,6,30.929250510532526
1,7,65.74930306452256
1,8,27.003514697640924
1,9,32.97982774335708
1,10,32.97982774335708
1,11,41.058189885958264
1,12,28.756615829713052
1,13,28.756615826949623
1,14,32.97982774335708
1,15,22.651984343662125
1,16,25.244606276736352
1,17,33.77574808255922
1,18,43.63794643595834
1,19,22.651984343662125
1,20,25.244606276736352
1,21,33.77574808255921
1,22,43.63794643595834
1,23,43.71759867372594
1,24,43.71759867372594
1,25,31.108868333728527
1,26,32.97982774335708
1,27,32.9639396927034
1,28,32.97982774335708
1,29,46.68203646985883
1,30,46.07291857896369
1,31,32.97982774335708
1,32,32.97982774335708
1,33,32.9639396927034
1,34,32.97982774335708
1,35,46.68203646985883
1,36,46.07291857896369
1,37,31.108868333728527
1,38,33.27975161000385
1,39,46.14851918729102
1,40,25.700438779818167
1,41,59.966713340199384
1,42,30.644045026296922
1,43,36.25867115034894
1,44,32.97982774335708
1,45,46.14851918729102
1,46,31.13007094332476
1,47,32.97982774335708
1,48,28.027767600089035
1,49,33.32757604744311
1,50,46.07291857896369
1,51,33.27975161000385
1,52,46.14851918729102
1,53,30.993745407506943
1,54,30.644045026296922
1,55,36.25867115034894
1,56,32.97982774335708
1,57,46.14851918729102
1,58,31.130070943324753
1,59,32.97982774335708
1,60,28.027767600089035
1,61,33.32757604744311
1,62,32.97982774335708
1,63,46.07291857896369
1,64,28.37360256129831
1,65,24.695936309756966
1,66,33.30233329793105
1,67,46.14851918729102
1,68,26.72905784719989
1,69,36.11268353965965
1,70,34.111747516752814
1,71,28.369275450849972
1,72,46.14851918729102
1,73,30.644045026296922
1,74,33.02247207075527
1,75,41.137161025817115
1,76,44.28168610688681
1,77,20.328418968801955
1,78,46.14851918729102
1,79,32.97982774335708
1,80,44.28168610688681
1,81,32.97982774335708
1,82,46.41249469687865
1,83,33.415825500033854
1,84,36.35929565973584
1,85,28.369275450849972
1,86,30.933171664318643
1,87,28.988825006325406
1,88,46.14851918729102
1,89,30.868493223268548
1,90,28.37360256129831
1,91,46.14851918729102
1,92,33.30233329793105
1,93,46.14851918729102
1,94,35.78481171008684
1,95,28.37360256129831
1,96,22.256512645652055
1,97,33.30233329793105
1,98,46.14851918729102
1,99,30.644045026296922
1,100,23.77853546600536
1,101,36.131808668149574
1,102,30.90132452395006
1,103,32.97982774335708
1,104,31.16097664742656
1,105,22.651984343662125
1,106,25.244606276736352
1,107,36.131808668149574
1,108,30.644045026296922
1,109,46.14851918729103
1,110,33.01175415967727
1,111,31.405497711005673
1,112,31.183800441280717
1,113,23.836993750046915
1,114,33.77574808255922
1,115,30.684881651833557
1,116,43.63794643595834
1,117,43.71759867372594
1,118,46.14851918729102
1,119,41.0489016028217
1,120,26.72905784719989
1,121,36.33764228476589
1,122,34.111747516752814
1,123,28.369275450849972
1,124,46.14851918729102
1,125,30.644045026296922
1,126,33.02247207075527
1,127,41.437259880358106
1,128,22.542574439920934
1,129,46.14851918729102
1,130,32.97982774335708
1,131,32.97982774335708
1,132,46.41249469687865
1,133,33.415825500033854
1,134,34.08248564964797
1,135,28.369275450849972
1,136,30.93317166431864
1,137,28.98882500632541
1,138,46.14851918729102
1,139,30.868493223268548
1,140,28.37360256129831
1,141,46.14851918729102
1,142,33.30233329793105
1,143,46.14851918729102
1,144,30.644045026296922
1,145,30.644045026296922
1,146,30.644045026296922
1,147,33.440028466492066
1,148,46.14851918729102
1,149,47.11359081660173
1,150,35.78481171008684
1,151,41.0489016028217
1,152,46.34728042223561
2,3,31.69004415388025
2,4,46.5553788783092
2,5,46.82566304296565
2,6,11.903168598459928
2,7,56.329583841108274
2,8,21.067909754323495
2,9,11.175555032325148
2,10,11.175555032325148
2,11,16.0892742584287
2,12,13.277353964850006
2,13,13.277353962086572
2,14,11.175555032325148
2,15,11.737234803492845
2,16,16.65704167834607
2,17,12.640567099699615
2,18,15.861269630066385
2,19,11.737234803492845
2,20,16.65704167834607
2,21,12.640567099699616
2,22,15.861269630066385
2,23,16.0356195759273
2,24,16.0356195759273
2,25,17.71807575486872
2,26,11.175555032325148
2,27,11.516913463140332
2,28,11.175555032325148
2,29,21.324677349126695
2,30,20.25621229931753
2,31,11.175555032325148
2,32,11.175555032325148
2,33,11.516913463140332
2,34,11.175555032325148
2,35,21.324677349126695
2,36,20.25621229931753
2,37,17.71807575486872
2,38,16.559547925541544
2,39,20.45524176858025
2,40,12.78716147097557
2,41,45.82566310172555
2,42,11.683580121095053
2,43,17.25594088981735
2,44,11.175555032325148
2,45,20.45524176858025
2,46,17.166282068596544
2,47,11.175555032325148
2,48,11.780867650585964
2,49,11.683580121095053
2,50,20.25621229931753
2,51,16.559547925541544
2,52,20.45524176858025
2,53,17.70067447122542
2,54,11.683580121095053
2,55,17.25594088981735
2,56,11.175555032325148
2,57,20.45524176858025
2,58,17.166282068596544
2,59,11.175555032325148
2,60,11.780867650585964
2,61,11.683580121095053
2,62,11.175555032325148
2,63,20.25621229931753
2,64,12.45953719602147
2,65,20.396580964067603
2,66,16.87592217899951
2,67,20.45524176858025
2,68,18.894626718830054
2,69,17.091285338035217
2,70,17.57520813664402
2,71,12.187285818676273
2,72,20.45524176858025
2,73,11.683580121095053
2,74,11.570568142786238
2,75,16.241874858505856
2,76,17.118030991496433
2,77,12.649957245414818
2,78,20.45524176858025
2,79,11.175555032325148
2,80,17.118030991496433
2,81,11.175555032325148
2,82,20.809595613701703
2,83,16.719920725528894
2,84,17.60338694713004
2,85,12.187285818676273
2,86,17.437607192247402
2,87,13.338343750674799
2,88,20.45524176858025
2,89,17.475797836971125
2,90,12.45953719602147
2,91,20.45524176858025
2,92,16.87592217899951
2,93,20.45524176858025
2,94,16.295529541064546
2,95,12.45953719602147
2,96,16.058338218738474
2,97,16.87592217899951
2,98,20.45524176858025
2,99,11.683580121095053
2,100,18.898861442256205
2,101,11.914652932411196
2,102,12.752752988790045
2,103,11.175555032325148
2,104,17.214112925827262
2,105,11.737234803492845
2,106,16.65704167834607
2,107,11.914652932411196
2,108,11.683580121095053
2,109,20.45524176858025
2,110,16.51618866408382
2,111,17.59049917716434
2,112,17.235034736619863
2,113,14.347595009673022
2,114,12.640567099699615
2,115,12.048939994238564
2,116,15.861269630066385
2,117,16.0356195759273
2,118,20.45524176858025
2,119,16.16097038743588
2,120,18.894626718830054
2,121,17.385624230454503
2,122,17.57520813664402
2,123,12.187285818676273
2,124,20.45524176858025
2,125,11.683580121095053
2,126,11.570568142786238
2,127,16.719920734352474
2,128,12.118112910509511
2,129,20.45524176858025
2,130,11.175555032325148
2,131,11.175555032325148
2,132,20.809595613701706
2,133,16.719920725528894
2,134,12.875580584853278
2,135,12.187285818676273
2,136,17.437607192247402
2,137,13.338343750674799
2,138,20.45524176858025
2,139,17.475797836971125
2,140,12.45953719602147
2,141,20.45524176858025
2,142,16.87592217899951
2,143,20.45524176858025
2,144,11.683580121095053
2,145,11.683580121095053
2,146,11.683580121095053
2,147,17.43760719764729
2,148,20.45524176858025
2,149,22.341011527980058
2,150,16.295529541064546
2,151,16.16097038743588
2,152,20.937607250258687
3,4,59.3963714417815
3,5,57.216625770128736
3,6,49.01111692434711
3,7,67.83672349521333
3,8,43.99238783917182
3,9,48.443213803445474
3,10,48.443213803445474
3,11,52.726401711491064
3,12,40.84062410434957
3,13,40.840624101586144
3,14,48.443213803445474
3,15,44.437310840993376
3,16,46.54579950321727
3,17,40.59790752822096
3,18,52.639542812648955
3,19,44.437310840993376
