Block_ID,Type,Assembly,Probability,Entropy
75,Left Operand,%rbp,0.18181818181818182,0.44716938520678134
75,Instruction,mov,0.45454545454545453,0.5170470562499704
75,Right Operand,%rax,0.2727272727272727,0.5112188503407658
76,Left Operand,%rbp,0.1111111111111111,0.3522138890491458
76,Instruction,mov,0.6111111111111112,0.43419040060306474
76,Left Operand,-0x10(%rbp),0.1111111111111111,0.3522138890491458
76,Right Operand,%rax,0.3333333333333333,0.5283208335737187
76,Left Operand,-0x18(%rbp),0.1111111111111111,0.3522138890491458
76,Left Operand,%rax,0.1111111111111111,0.3522138890491458
77,Left Operand,%rbp,0.08695652173913043,0.3063966918310446
77,Instruction,mov,0.391304347826087,0.5296840257187958
77,Left Operand,$0x20,0.08695652173913043,0.3063966918310446
77,Right Operand,%rax,0.13043478260869565,0.3832955811307639
77,Left Operand,%rax,0.17391304347826086,0.4388803401838283
77,Right Operand,%rdi,0.13043478260869565,0.3832955811307639
77,Instruction,call,0.13043478260869565,0.3832955811307639
78,Left Operand,%rbp,0.2857142857142857,0.5163871205878868
78,Instruction,mov,0.42857142857142855,0.5238824662870492
78,Right Operand,%rbp,0.14285714285714285,0.40105070315108626
78,Right Operand,-0x8(%rbp),0.14285714285714285,0.40105070315108626
78,Right Operand,%rax,0.14285714285714285,0.40105070315108626
78,Right Operand,%ax,0.14285714285714285,0.40105070315108626
79,Left Operand,%rbp,0.2,0.46438561897747244
79,Instruction,mov,0.3,0.5210896782498619
