Block_ID_1,Block_ID_2,Similarity
1,2,13.982290522988823
1,3,14.386361863830023
1,4,11.344934974865927
1,5,11.49236271254162
1,6,8.926973523468806
1,7,19.73398479515826
1,8,5.700414203237646
1,9,14.116284279520233
1,10,14.116284279520233
1,11,14.116284282568467
1,12,14.315031435019373
1,13,9.002434883889693
1,14,14.116284279520233
1,15,14.185104571675947
1,16,14.185104565572178
1,17,8.912221387549794
1,18,14.088647353350128
1,19,14.185104571675947
1,20,14.185104565572178
1,21,8.912221387549794
1,22,14.088647353350128
1,23,14.116284282536274
1,24,14.116284282536274
1,25,8.8345831831043
1,26,14.116284279520233
1,27,8.636224344651819
1,28,14.116284279520233
1,29,19.733984801571978
1,30,13.98229053514255
1,31,14.116284279520233
1,32,14.116284279520233
1,33,8.636224344651819
1,34,14.116284279520233
1,35,19.733984801571978
1,36,13.98229053514255
1,37,8.8345831831043
1,38,14.185104574669335
1,39,14.022725514775047
1,40,8.8180425176475
1,41,19.73398478902192
1,42,14.18510457469564
1,43,14.298102455327792
1,44,14.116284279520233
1,45,14.022725514775047
1,46,14.270465532328341
1,47,14.116284279520233
1,48,14.204543702661567
1,49,14.18510457469564
1,50,13.98229053514255
1,51,14.185104574669335
1,52,14.022725514775047
1,53,8.85692077069132
1,54,14.18510457469564
1,55,14.298102455327792
1,56,14.116284279520233
1,57,14.022725514775047
1,58,14.270465532328341
1,59,14.116284279520233
1,60,14.204543702661567
1,61,14.18510457469564
1,62,14.116284279520233
1,63,13.98229053514255
1,64,8.887816234285118
1,65,14.215551229492087
1,66,8.776960025824945
1,67,14.022725514775047
1,68,14.187336989168882
1,69,14.284647804151216
1,70,14.32310308720572
1,71,14.255472415278504
1,72,14.022725514775047
1,73,14.18510457469564
1,74,8.636224344684011
1,75,14.141284923187719
1,76,14.270465529135958
1,77,8.829184700765108
1,78,14.022725514775047
1,79,14.116284279520233
1,80,14.270465529135958
1,81,14.116284279520233
1,82,14.057751892743722
1,83,14.204543699642613
1,84,8.89350388402715
1,85,14.255472415278504
1,86,8.79746669200774
1,87,19.733984789662028
1,88,14.022725514775047
1,89,14.18510457157651
1,90,8.887816234285118
1,91,14.022725514775047
1,92,8.776960025824945
1,93,14.022725514775047
1,94,14.141284920202422
1,95,8.887816234285118
1,96,14.215551226688813
1,97,8.776960025824945
1,98,14.022725514775047
1,99,14.18510457469564
1,100,14.124885303954363
1,101,14.222641088707862
1,102,8.81804252358912
1,103,14.116284279520233
1,104,14.28464780422491
1,105,14.185104571675947
1,106,14.185104565572178
1,107,14.222641088707862
1,108,14.18510457469564
1,109,14.022725514775047
1,110,8.675102600610833
1,111,19.73398479568833
1,112,14.284647804237466
1,113,14.187336986488466
1,114,8.912221387549794
1,115,8.776960025841936
1,116,14.088647353350128
1,117,14.116284282536274
1,118,14.022725514775047
1,119,14.141284923197672
1,120,14.187336989168882
1,121,14.323103093143942
1,122,14.32310308720572
1,123,14.255472415278504
1,124,14.022725514775047
1,125,14.18510457469564
1,126,8.636224344684011
1,127,14.204543699642613
1,128,8.776960019857077
1,129,14.022725514775047
1,130,14.116284279520233
1,131,14.116284279520233
1,132,14.057751892743722
1,133,14.204543699642613
1,134,14.366922750496254
1,135,14.255472415278504
1,136,8.79746669200774
1,137,19.733984789662028
1,138,14.022725514775047
1,139,14.18510457157651
1,140,8.887816234285118
1,141,14.022725514775047
1,142,8.776960025824945
1,143,14.022725514775047
1,144,14.18510457469564
1,145,14.18510457469564
1,146,14.18510457469564
1,147,14.174816660350396
1,148,14.022725514775047
1,149,19.733984789295935
1,150,14.141284920202422
1,151,14.141284923197672
1,152,14.116284282487731
2,3,36.14750232257006
2,4,41.1581694575961
2,5,41.248264185165525
2,6,11.195649890024335
2,7,41.012424607408946
2,8,35.85606569468162
2,9,30.738640841472286
2,10,30.738640841472286
2,11,30.669467927994084
2,12,35.91923610983483
2,13,26.179475778223036
2,14,30.738640841472286
2,15,30.858723733540565
2,16,30.858723727436796
2,17,31.04323216867533
2,18,30.593466378151078
2,19,30.858723733540565
2,20,30.858723727436796
2,21,31.04323216867533
2,22,30.593466378151078
2,23,30.615813245492685
2,24,30.615813245492685
2,25,25.99457525179041
2,26,30.738640841472286
2,27,30.805069047990887
2,28,30.738640841472286
2,29,41.06067571667246
2,30,25.36193205307427
2,31,30.738640841472286
2,32,30.738640841472286
2,33,30.805069047990887
2,34,30.738640841472286
2,35,41.06067571667246
2,36,25.36193205307427
2,37,25.99457525179041
2,38,30.761229986439808
2,39,25.41269991109439
2,40,25.988843563220062
2,41,30.50850386802622
2,42,30.80506905409466
2,43,31.00280125215927
2,44,30.738640841472286
2,45,25.41269991109439
2,46,30.898478874978373
2,47,30.738640841472286
2,48,30.77762218484248
2,49,30.80506905409466
2,50,25.36193205307427
2,51,30.761229986439808
2,52,25.41269991109439
2,53,26.060120362880788
2,54,30.80506905409466
2,55,31.00280125215927
2,56,30.738640841472286
2,57,25.41269991109439
2,58,30.898478874978373
2,59,30.738640841472286
2,60,30.77762218484248
2,61,30.80506905409466
2,62,30.738640841472286
2,63,25.36193205307427
2,64,30.940502163079803
2,65,35.78045448606875
2,66,30.85724779185469
2,67,25.41269991109439
2,68,35.80354518969121
2,69,30.912146278976525
2,70,31.017898322734485
2,71,30.857247797881055
2,72,25.41269991109439
2,73,30.80506905409466
