Block ID,Column,Value,Probability,Entropy
113,Left Operand,43b0 <_ZSt10_ConstructINSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEEJRKS5_EEvPT_DpOT0_>,0.02,5.06
113,Left Operand,43f0 <_ZNK9__gnu_cxx17__normal_iteratorIPKNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEESt6vectorIS6_SaIS6_EEEdeEv>,0.02,5.06
113,Left Operand,4410 <_ZN9__gnu_cxx17__normal_iteratorIPKNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEESt6vectorIS6_SaIS6_EEEppEv>,0.02,5.06
113,Right Operand,,0.83,0.66
113,Right Operand,%rbp,0.17,0.66
114,Instruction,add,0.05,3.07
114,Instruction,and,0.05,3.07
114,Instruction,call,0.09,3.07
114,Instruction,cmp,0.05,3.07
114,Instruction,cs nopw,0.05,3.07
114,Instruction,mov,0.41,3.07
114,Instruction,movzbl,0.05,3.07
114,Instruction,nopl,0.05,3.07
114,Instruction,pop,0.05,3.07
114,Instruction,push,0.05,3.07
114,Instruction,ret,0.05,3.07
114,Instruction,setne,0.05,3.07
114,Instruction,sub,0.05,3.07
114,Left Operand,$0x1,0.05,3.82
114,Left Operand,$0x20,0.09,3.82
114,Left Operand,%al,0.09,3.82
114,Left Operand,%rax,0.09,3.82
114,Left Operand,%rbp,0.09,3.82
114,Left Operand,%rdi,0.05,3.82
114,Left Operand,%rsi,0.05,3.82
114,Left Operand,%rsp,0.05,3.82
114,Left Operand,(%rax),0.05,3.82
114,Left Operand,(%rcx),0.05,3.82
114,Left Operand,-0x10(%rbp),0.05,3.82
114,Left Operand,-0x18(%rbp),0.05,3.82
114,Left Operand,-0x8(%rbp),0.05,3.82
114,Left Operand,"0x0(%rax,%rax, 1)",0.09,3.82
114,Left Operand,4430 <_ZNK9__gnu_cxx17__normal_iteratorIPKNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEESt6vectorIS6_SaIS6_EEE4baseEv>,0.09,3.82
114,Right Operand,,0.86,0.57
114,Right Operand,%rbp,0.14,0.57
115,Instruction,add,0.06,2.56
115,Instruction,call,0.12,2.56
115,Instruction,cs nopw,0.06,2.56
115,Instruction,mov,0.47,2.56
115,Instruction,nopl,0.06,2.56
115,Instruction,pop,0.06,2.56
115,Instruction,push,0.06,2.56
115,Instruction,ret,0.06,2.56
115,Instruction,sub,0.06,2.56
115,Left Operand,$0x20,0.12,3.63
115,Left Operand,%rax,0.12,3.63
115,Left Operand,%rbp,0.12,3.63
115,Left Operand,%rdi,0.06,3.63
115,Left Operand,%rsi,0.06,3.63
115,Left Operand,%rsp,0.06,3.63
115,Left Operand,(%rax),0.06,3.63
115,Left Operand,-0x10(%rbp),0.06,3.63
115,Left Operand,-0x18(%rbp),0.06,3.63
115,Left Operand,-0x8(%rbp),0.06,3.63
115,Left Operand,"0x0(%rax,%rax, 1)",0.06,3.63
115,Left Operand,2080 <_ZNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEC1ERKS4_@plt>,0.06,3.63
115,Left Operand,3500 <_ZSt7forwardIRKNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEEEOT_RNSt16remove_referenceIS8_E4typeE>,0.06,3.63
115,Right Operand,,0.82,0.67
115,Right Operand,%rbp,0.18,0.67
116,Instruction,cs nopw,0.11,2.28
116,Instruction,mov,0.44,2.28
116,Instruction,nopl,0.11,2.28
116,Instruction,pop,0.11,2.28
116,Instruction,push,0.11,2.28
116,Instruction,ret,0.11,2.28
116,Left Operand,%rbp,0.22,2.50
116,Left Operand,%rdi,0.11,2.50
116,Left Operand,%rsp,0.11,2.50
116,Left Operand,(%rax),0.11,2.50
116,Left Operand,-0x8(%rbp),0.11,2.50
116,Left Operand,"0x0(%rax,%rax, 1)",0.22,2.50
116,Right Operand,,0.89,0.50
116,Right Operand,%rbp,0.11,0.50
117,Instruction,add,0.10,2.16
117,Instruction,mov,0.50,2.16
117,Instruction,nopl,0.10,2.16
117,Instruction,pop,0.10,2.16
117,Instruction,push,0.10,2.16
117,Instruction,ret,0.10,2.16
117,Left Operand,$0x20,0.10,2.95
117,Left Operand,%rbp,0.20,2.95
117,Left Operand,%rcx,0.10,2.95
117,Left Operand,%rdi,0.10,2.95
117,Left Operand,%rsp,0.10,2.95
117,Left Operand,(%rax),0.10,2.95
117,Left Operand,-0x8(%rbp),0.10,2.95
117,Left Operand,"0x0(%rax,%rax, 1)",0.10,2.95
117,Right Operand,,0.80,0.92
117,Right Operand,%rax,0.10,0.92
117,Right Operand,%rbp,0.10,0.92
118,Instruction,mov,0.43,2.13
118,Instruction,pop,0.14,2.13
118,Instruction,push,0.14,2.13
118,Instruction,ret,0.14,2.13
118,Instruction,xchg,0.14,2.13
118,Left Operand,%ax,0.14,2.25
118,Left Operand,%rbp,0.29,2.25
118,Left Operand,%rdi,0.14,2.25
118,Left Operand,%rsp,0.14,2.25
118,Left Operand,-0x8(%rbp),0.14,2.25
118,Right Operand,,0.86,0.59
118,Right Operand,%rbp,0.14,0.59
119,Instruction,mov,0.64,1.67
119,Instruction,nopl,0.09,1.67
119,Instruction,pop,0.09,1.67
119,Instruction,push,0.09,1.67
119,Instruction,ret,0.09,1.67
119,Left Operand,%rbp,0.18,3.12
119,Left Operand,%rcx,0.09,3.12
119,Left Operand,%rdi,0.09,3.12
119,Left Operand,%rsi,0.09,3.12
119,Left Operand,%rsp,0.09,3.12
119,Left Operand,(%rcx),0.09,3.12
119,Left Operand,-0x10(%rbp),0.09,3.12
119,Left Operand,-0x8(%rbp),0.09,3.12
119,Left Operand,"0x0(%rax)",0.09,3.12
119,Right Operand,,0.73,1.10
119,Right Operand,%rax,0.09,1.10
119,Right Operand,%rbp,0.18,1.10
120,Instruction,add,0.03,2.40
120,Instruction,call,0.15,2.40
120,Instruction,cmp,0.05,2.40
120,Instruction,cs nopw,0.02,2.40
120,Instruction,jae,0.02,2.40
120,Instruction,jb,0.02,2.40
120,Instruction,jbe,0.02,2.40
120,Instruction,jmp,0.02,2.40
120,Instruction,lea,0.03,2.40
120,Instruction,mov,0.56,2.40
120,Instruction,pop,0.02,2.40
120,Instruction,push,0.02,2.40
120,Instruction,ret,0.02,2.40
120,Instruction,sub,0.03,2.40
120,Left Operand,$0x60,0.03,4.33
120,Left Operand,%rax,0.20,4.33
120,Left Operand,%rbp,0.03,4.33
120,Left Operand,%rcx,0.05,4.33
120,Left Operand,%rdi,0.03,4.33
120,Left Operand,%rdx,0.02,4.33
120,Left Operand,%rsi,0.02,4.33
120,Left Operand,%rsp,0.02,4.33
120,Left Operand,(%rcx),0.02,4.33
120,Left Operand,-0x10(%rbp),0.03,4.33
120,Left Operand,-0x18(%rbp),0.02,4.33
120,Left Operand,-0x20(%rbp),0.05,4.33
120,Left Operand,-0x28(%rbp),0.02,4.33
120,Left Operand,-0x30(%rbp),0.02,4.33
120,Left Operand,-0x38(%rbp),0.10,4.33
120,Left Operand,-0x40(%rbp),0.02,4.33
120,Left Operand,-0x48(%rbp),0.02,4.33
120,Left Operand,-0x50(%rbp),0.02,4.33
120,Left Operand,-0x58(%rbp),0.02,4.33
120,Left Operand,-0x8(%rbp),0.02,4.33
120,Left Operand,"0x0(%rax,%rax, 1)",0.02,4.33
120,Left Operand,2090 <_ZSt20__throw_length_errorPKc@plt>,0.02,4.33
120,Left Operand,3760 <_ZSt3maxImERKT_S2_S2_>,0.02,4.33
120,Left Operand,44ab <_ZNKSt6vectorI6CSVRowSaIS0_EE12_M_check_lenEmPKc+0x4b>,0.02,4.33
120,Left Operand,4522 <_ZNKSt6vectorI6CSVRowSaIS0_EE12_M_check_lenEmPKc+0xc2>,0.02,4.33
120,Left Operand,4534 <_ZNKSt6vectorI6CSVRowSaIS0_EE12_M_check_lenEmPKc+0xd4>,0.02,4.33
120,Left Operand,453c <_ZNKSt6vectorI6CSVRowSaIS0_EE12_M_check_lenEmPKc+0xdc>,0.02,4.33
120,Left Operand,4670 <_ZNKSt6vectorI6CSVRowSaIS0_EE8max_sizeEv>,0.05,4.33
120,Left Operand,46a0 <_ZNKSt6vectorI6CSVRowSaIS0_EE4sizeEv>,0.07,4.33
120,Right Operand,,0.80,0.73
120,Right Operand,%rbp,0.20,0.73
121,Instruction,add,0.05,2.55
121,Instruction,call,0.09,2.55
121,Instruction,cqto,0.05,2.55
121,Instruction,cs nopw,0.05,2.55
121,Instruction,idiv,0.05,2.55
121,Instruction,mov,0.50,2.55
121,Instruction,pop,0.05,2.55
121,Instruction,push,0.05,2.55
121,Instruction,ret,0.05,2.55
121,Instruction,sub,0.09,2.55
121,Left Operand,$0x18,0.05,3.82
121,Left Operand,$0x20,0.09,3.82
121,Left Operand,%rax,0.09,3.82
121,Left Operand,%rbp,0.09,3.82
121,Left Operand,%rcx,0.09,3.82
121,Left Operand,%rdi,0.05,3.82
121,Left Operand,%rsi,0.05,3.82
121,Left Operand,%rsp,0.05,3.82
121,Left Operand,(%rax),0.05,3.82
121,Left Operand,(%rcx),0.05,3.82
121,Left Operand,-0x10(%rbp),0.05,3.82
121,Left Operand,-0x18(%rbp),0.05,3.82
121,Left Operand,-0x8(%rbp),0.05,3.82
121,Left Operand,"0x0(%rax,%rax, 1)",0.05,3.82
121,Left Operand,4630 <_ZNK9__gnu_cxx17__normal_iteratorIP6CSVRowSt6vectorIS1_SaIS1_EEE4baseEv>,0.09,3.82
121,Right Operand,,0.86,0.57
121,Right Operand,%rbp,0.14,0.57
122,Instruction,add,0.05,2.86
122,Instruction,call,0.05,2.86
122,Instruction,cmpq,0.05,2.86
122,Instruction,je,0.05,2.86
122,Instruction,jmp,0.09,2.86
122,Instruction,mov,0.45,2.86
122,Instruction,pop,0.05,2.86
122,Instruction,push,0.05,2.86
122,Instruction,ret,0.05,2.86
122,Instruction,sub,0.05,2.86
122,Instruction,xchg,0.05,2.86
122,Instruction,xor,0.05,2.86
122,Left Operand,$0x0,0.05,3.88
122,Left Operand,$0x20,0.09,3.88
122,Left Operand,%ax,0.05,3.88
122,Left Operand,%eax,0.05,3.88
122,Left Operand,%rax,0.14,3.88
122,Left Operand,%rbp,0.09,3.88
122,Left Operand,%rdi,0.05,3.88
122,Left Operand,%rsi,0.05,3.88
122,Left Operand,%rsp,0.05,3.88
122,Left Operand,-0x10(%rbp),0.05,3.88
122,Left Operand,-0x18(%rbp),0.05,3.88
122,Left Operand,-0x20(%rbp),0.05,3.88
122,Left Operand,-0x8(%rbp),0.05,3.88
122,Left Operand,45d9 <_ZNSt12_Vector_baseI6CSVRowSaIS0_EE11_M_allocateEm+0x39>,0.05,3.88
122,Left Operand,45e4 <_ZNSt12_Vector_baseI6CSVRowSaIS0_EE11_M_allocateEm+0x44>,0.09,3.88
122,Left Operand,4780 <_ZNSt16allocator_traitsISaI6CSVRowEE8allocateERS1_m>,0.05,3.88
122,Right Operand,,0.73,0.85
122,Right Operand,%rbp,0.27,0.85
123,Instruction,add,0.06,2.41
123,Instruction,call,0.06,2.41
123,Instruction,cs nopw,0.06,2.41
123,Instruction,mov,0.53,2.41
123,Instruction,nopl,0.06,2.41
123,Instruction,pop,0.06,2.41
123,Instruction,push,0.06,2.41
123,Instruction,ret,0.06,2.41
123,Instruction,sub,0.06,2.41
123,Left Operand,$0x30,0.12,3.75
123,Left Operand,%rbp,0.12,3.75
123,Left Operand,%rcx,0.06,3.75
123,Left Operand,%rdi,0.06,3.75
123,Left Operand,%rdx,0.06,3.75
123,Left Operand,%rsi,0.06,3.75
123,Left Operand,%rsp,0.06,3.75
123,Left Operand,(%rax),0.06,3.75
123,Left Operand,-0x10(%rbp),0.06,3.75
123,Left Operand,-0x18(%rbp),0.06,3.75
123,Left Operand,-0x20(%rbp),0.06,3.75
123,Left Operand,-0x8(%rbp),0.06,3.75
123,Left Operand,"0x0(%rax,%rax, 1)",0.06,3.75
123,Left Operand,4820 <_ZNSt6vectorI6CSVRowSaIS0_EE14_S_do_relocateEPS0_S3_S3_RS1_St17integral_constantIbLb1EE>,0.06,3.75
123,Right Operand,,0.76,0.79
123,Right Operand,%rbp,0.24,0.79
124,Instruction,mov,0.43,2.13
124,Instruction,pop,0.14,2.13
124,Instruction,push,0.14,2.13
124,Instruction,ret,0.14,2.13
124,Instruction,xchg,0.14,2.13
124,Left Operand,%ax,0.14,2.25
124,Left Operand,%rbp,0.29,2.25
124,Left Operand,%rdi,0.14,2.25
124,Left Operand,%rsp,0.14,2.25
124,Left Operand,-0x8(%rbp),0.14,2.25
124,Right Operand,,0.86,0.59
124,Right Operand,%rbp,0.14,0.59
125,Instruction,add,0.08,2.81
125,Instruction,call,0.08,2.81
125,Instruction,cs nopw,0.08,2.81
125,Instruction,mov,0.38,2.81
125,Instruction,nopl,0.08,2.81
125,Instruction,pop,0.08,2.81
125,Instruction,push,0.08,2.81
125,Instruction,ret,0.08,2.81
125,Instruction,sub,0.08,2.81
125,Left Operand,$0x10,0.15,3.25
125,Left Operand,%rbp,0.15,3.25
125,Left Operand,%rdi,0.08,3.25
125,Left Operand,%rsi,0.08,3.25
125,Left Operand,%rsp,0.08,3.25
125,Left Operand,(%rax),0.08,3.25
125,Left Operand,-0x10(%rbp),0.08,3.25
125,Left Operand,-0x8(%rbp),0.08,3.25
125,Left Operand,"0x0(%rax,%rax, 1)",0.08,3.25
125,Left Operand,4bc0 <_ZN9__gnu_cxx13new_allocatorI6CSVRowE7destroyIS1_EEvPT_>,0.08,3.25
125,Right Operand,,0.85,0.62
125,Right Operand,%rbp,0.15,0.62
126,Instruction,add,0.08,2.93
126,Instruction,call,0.15,2.93
126,Instruction,cs nopw,0.08,2.93
126,Instruction,mov,0.31,2.93
126,Instruction,nopl,0.08,2.93
126,Instruction,pop,0.08,2.93
126,Instruction,push,0.08,2.93
126,Instruction,ret,0.08,2.93
126,Instruction,sub,0.08,2.93
126,Left Operand,$0x10,0.15,3.25
126,Left Operand,%rax,0.08,3.25
126,Left Operand,%rbp,0.15,3.25
126,Left Operand,%rdi,0.08,3.25
126,Left Operand,%rsp,0.08,3.25
126,Left Operand,(%rax),0.08,3.25
126,Left Operand,-0x8(%rbp),0.08,3.25
126,Left Operand,"0x0(%rax,%rax, 1)",0.08,3.25
126,Left Operand,46d0 <_ZNSt6vectorI6CSVRowSaIS0_EE11_S_max_sizeERKS1_>,0.08,3.25
126,Left Operand,4710 <_ZNKSt12_Vector_baseI6CSVRowSaIS0_EE19_M_get_Tp_allocatorEv>,0.08,3.25
126,Right Operand,,0.92,0.39
126,Right Operand,%rbp,0.08,0.39
127,Instruction,cqto,0.07,2.70
127,Instruction,cs nopw,0.07,2.70
127,Instruction,idiv,0.07,2.70
127,Instruction,mov,0.43,2.70
127,Instruction,nopl,0.07,2.70
127,Instruction,pop,0.07,2.70
127,Instruction,push,0.07,2.70
127,Instruction,ret,0.07,2.70
127,Instruction,sub,0.07,2.70
127,Left Operand,$0x18,0.07,3.25
127,Left Operand,%rbp,0.14,3.25
127,Left Operand,%rcx,0.14,3.25
127,Left Operand,%rdi,0.07,3.25
127,Left Operand,%rsp,0.07,3.25
127,Left Operand,(%rcx),0.07,3.25
127,Left Operand,-0x8(%rbp),0.07,3.25
127,Left Operand,"0x0(%rax)",0.07,3.25
127,Left Operand,"0x0(%rax,%rax, 1)",0.07,3.25
127,Left Operand,0x8(%rcx),0.07,3.25
127,Right Operand,,0.93,0.37
127,Right Operand,%rbp,0.07,0.37
128,Instruction,add,0.06,2.94
128,Instruction,call,0.12,2.94
128,Instruction,lea,0.12,2.94
128,Instruction,mov,0.35,2.94
128,Instruction,movabs,0.06,2.94
128,Instruction,nopl,0.06,2.94
128,Instruction,pop,0.06,2.94
128,Instruction,push,0.06,2.94
128,Instruction,ret,0.06,2.94
128,Instruction,sub,0.06,2.94
128,Left Operand,$0x20,0.12,3.50
128,Left Operand,$0x555555555555555,0.06,3.50
128,Left Operand,%rax,0.12,3.50
128,Left Operand,%rbp,0.12,3.50
128,Left Operand,%rdi,0.06,3.50
128,Left Operand,%rsp,0.06,3.50
128,Left Operand,(%rax),0.12,3.50
128,Left Operand,-0x10(%rbp),0.06,3.50
128,Left Operand,-0x18(%rbp),0.06,3.50
128,Left Operand,-0x8(%rbp),0.06,3.50
128,Left Operand,3830 <_ZSt3minImERKT_S2_S2_>,0.06,3.50
128,Left Operand,4720 <_ZNSt16allocator_traitsISaI6CSVRowEE8max_sizeERKS1_>,0.06,3.50
128,Right Operand,,0.82,0.67
128,Right Operand,%rbp,0.18,0.67
129,Instruction,mov,0.43,2.13
129,Instruction,pop,0.14,2.13
129,Instruction,push,0.14,2.13
129,Instruction,ret,0.14,2.13
129,Instruction,xchg,0.14,2.13
129,Left Operand,%ax,0.14,2.25
129,Left Operand,%rbp,0.29,2.25
129,Left Operand,%rdi,0.14,2.25
129,Left Operand,%rsp,0.14,2.25
129,Left Operand,-0x8(%rbp),0.14,2.25
129,Right Operand,,0.86,0.59
129,Right Operand,%rbp,0.14,0.59
130,Instruction,add,0.10,2.85
130,Instruction,call,0.10,2.85
130,Instruction,mov,0.30,2.85
130,Instruction,nopl,0.10,2.85
130,Instruction,pop,0.10,2.85
130,Instruction,push,0.10,2.85
130,Instruction,ret,0.10,2.85
130,Instruction,sub,0.10,2.85
130,Left Operand,$0x10,0.20,2.73
130,Left Operand,%rbp,0.20,2.73
130,Left Operand,%rdi,0.10,2.73
130,Left Operand,%rsp,0.10,2.73
130,Left Operand,-0x8(%rbp),0.10,2.73
130,Left Operand,"0x0(%rax,%rax, 1)",0.10,2.73
130,Left Operand,4740 <_ZNK9__gnu_cxx13new_allocatorI6CSVRowE8max_sizeEv>,0.10,2.73
130,Right Operand,,0.90,0.47
130,Right Operand,%rbp,0.10,0.47
131,Instruction,add,0.10,2.85
131,Instruction,call,0.10,2.85
131,Instruction,mov,0.30,2.85
131,Instruction,nopl,0.10,2.85
131,Instruction,pop,0.10,2.85
131,Instruction,push,0.10,2.85
131,Instruction,ret,0.10,2.85
131,Instruction,sub,0.10,2.85
131,Left Operand,$0x10,0.20,2.73
131,Left Operand,%rbp,0.20,2.73
131,Left Operand,%rdi,0.10,2.73
131,Left Operand,%rsp,0.10,2.73
131,Left Operand,-0x8(%rbp),0.10,2.73
131,Left Operand,"0x0(%rax,%rax, 1)",0.10,2.73
131,Left Operand,4760 <_ZNK9__gnu_cxx13new_allocatorI6CSVRowE11_M_max_sizeEv>,0.10,2.73
131,Right Operand,,0.90,0.47
131,Right Operand,%rbp,0.10,0.47
132,Instruction,cs nopw,0.12,2.75
132,Instruction,mov,0.25,2.75
132,Instruction,movabs,0.12,2.75
132,Instruction,pop,0.12,2.75
132,Instruction,push,0.12,2.75
132,Instruction,ret,0.12,2.75
132,Instruction,xchg,0.12,2.75
132,Left Operand,$0x555555555555555,0.12,2.52
132,Left Operand,%ax,0.12,2.52
132,Left Operand,%rbp,0.25,2.52
132,Left Operand,%rdi,0.12,2.52
132,Left Operand,%rsp,0.12,2.52
132,Left Operand,"0x0(%rax,%rax, 1)",0.12,2.52
132,Right Operand,,0.88,0.54
132,Right Operand,%rbp,0.12,0.54
133,Instruction,add,0.07,2.70
133,Instruction,call,0.07,2.70
133,Instruction,mov,0.43,2.70
133,Instruction,nopw,0.07,2.70
133,Instruction,pop,0.07,2.70
133,Instruction,push,0.07,2.70
133,Instruction,ret,0.07,2.70
133,Instruction,sub,0.07,2.70
133,Instruction,xor,0.07,2.70
133,Left Operand,$0x10,0.14,3.24
133,Left Operand,%eax,0.14,3.24
133,Left Operand,%rbp,0.14,3.24
133,Left Operand,%rdi,0.07,3.24
133,Left Operand,%rsi,0.07,3.24
133,Left Operand,%rsp,0.07,3.24
133,Left Operand,-0x10(%rbp),0.07,3.24
133,Left Operand,-0x8(%rbp),0.07,3.24
133,Left Operand,"0x0(%rax,%rax, 1)",0.07,3.24
133,Left Operand,47b0 <_ZN9__gnu_cxx13new_allocatorI6CSVRowE8allocateEmPKv>,0.07,3.24
133,Right Operand,,0.86,0.59
133,Right Operand,%rbp,0.14,0.59
134,Instruction,add,0.04,3.14
134,Instruction,call,0.15,3.14
134,Instruction,cmp,0.08,3.14
134,Instruction,cs nopw,0.04,3.14
134,Instruction,imul,0.04,3.14
134,Instruction,jbe,0.08,3.14
134,Instruction,mov,0.35,3.14
134,Instruction,movabs,0.04,3.14
134,Instruction,nopl,0.04,3.14
134,Instruction,pop,0.04,3.14
134,Instruction,push,0.04,3.14
134,Instruction,ret,0.04,3.14
134,Instruction,sub,0.04,3.14
134,Left Operand,"$0x18,-0x10(%rbp),%rdi",0.04,4.29
134,Left Operand,$0x20,0.08,4.29
134,Left Operand,$0xaaaaaaaaaaaaaaa,0.04,4.29
134,Left Operand,%rax,0.12,4.29
134,Left Operand,%rbp,0.08,4.29
134,Left Operand,%rcx,0.04,4.29
134,Left Operand,%rdi,0.04,4.29
134,Left Operand,%rdx,0.04,4.29
134,Left Operand,%rsi,0.04,4.29
134,Left Operand,%rsp,0.04,4.29
134,Left Operand,(%rax),0.04,4.29
134,Left Operand,-0x10(%rbp),0.04,4.29
134,Left Operand,-0x20(%rbp),0.04,4.29
134,Left Operand,-0x8(%rbp),0.04,4.29
134,Left Operand,"0x0(%rax,%rax, 1)",0.04,4.29
134,Left Operand,2060 <_ZSt17__throw_bad_allocv@plt>,0.04,4.29
134,Left Operand,20d0 <_ZSt28__throw_bad_array_new_lengthv@plt>,0.04,4.29
134,Left Operand,2120 <_Znwm@plt>,0.04,4.29
134,Left Operand,4760 <_ZNK9__gnu_cxx13new_allocatorI6CSVRowE11_M_max_sizeEv>,0.04,4.29
134,Left Operand,47fe <_ZN9__gnu_cxx13new_allocatorI6CSVRowE8allocateEmPKv+0x4e>,0.04,4.29
134,Left Operand,4803 <_ZN9__gnu_cxx13new_allocatorI6CSVRowE8allocateEmPKv+0x53>,0.04,4.29
134,Right Operand,,0.81,0.71
134,Right Operand,%rbp,0.19,0.71
135,Instruction,add,0.06,2.41
135,Instruction,call,0.06,2.41
135,Instruction,cs nopw,0.06,2.41
135,Instruction,mov,0.53,2.41
135,Instruction,nopl,0.06,2.41
135,Instruction,pop,0.06,2.41
135,Instruction,push,0.06,2.41
135,Instruction,ret,0.06,2.41
135,Instruction,sub,0.06,2.41
135,Left Operand,$0x30,0.12,3.75
135,Left Operand,%rbp,0.12,3.75
135,Left Operand,%rcx,0.06,3.75
135,Left Operand,%rdi,0.06,3.75
135,Left Operand,%rdx,0.06,3.75
135,Left Operand,%rsi,0.06,3.75
135,Left Operand,%rsp,0.06,3.75
135,Left Operand,(%rax),0.06,3.75
135,Left Operand,-0x10(%rbp),0.06,3.75
135,Left Operand,-0x18(%rbp),0.06,3.75
135,Left Operand,-0x20(%rbp),0.06,3.75
135,Left Operand,-0x28(%rbp),0.06,3.75
135,Left Operand,"0x0(%rax,%rax, 1)",0.06,3.75
135,Left Operand,4860 <_ZSt12__relocate_aIP6CSVRowS1_SaIS0_EET0_T_S4_S3_RT1_>,0.06,3.75
135,Right Operand,,0.76,0.79
135,Right Operand,%rbp,0.24,0.79
136,Instruction,add,0.04,2.19
136,Instruction,call,0.16,2.19
136,Instruction,cs nopw,0.04,2.19
136,Instruction,mov,0.56,2.19
136,Instruction,nop,0.04,2.19
136,Instruction,pop,0.04,2.19
136,Instruction,push,0.04,2.19
136,Instruction,ret,0.04,2.19
136,Instruction,sub,0.04,2.19
136,Left Operand,$0x30,0.08,3.94
136,Left Operand,%rax,0.12,3.94
136,Left Operand,%rbp,0.08,3.94
136,Left Operand,%rcx,0.04,3.94
136,Left Operand,%rdi,0.04,3.94
136,Left Operand,%rdx,0.04,3.94
136,Left Operand,%rsi,0.04,3.94
136,Left Operand,%rsp,0.04,3.94
136,Left Operand,-0x10(%rbp),0.04,3.94
136,Left Operand,-0x18(%rbp),0.04,3.94
136,Left Operand,-0x20(%rbp),0.04,3.94
136,Left Operand,-0x28(%rbp),0.04,3.94
136,Left Operand,-0x30(%rbp),0.04,3.94
136,Left Operand,-0x8(%rbp),0.04,3.94
136,Left Operand,"0x0(%rax,%rax, 1)",0.04,3.94
136,Left Operand,48c0 <_ZSt14__relocate_a_1IP6CSVRowS1_SaIS0_EET0_T_S4_S3_RT1_>,0.04,3.94
136,Left Operand,4940 <_ZSt12__niter_baseIP6CSVRowET_S2_>,0.12,3.94
136,Right Operand,,0.76,0.80
136,Right Operand,%rbp,0.24,0.80
137,Instruction,add,0.09,2.31
137,Instruction,call,0.09,2.31
137,Instruction,cmp,0.03,2.31
137,Instruction,je,0.03,2.31
137,Instruction,jmp,0.03,2.31
137,Instruction,mov,0.58,2.31
137,Instruction,nopl,0.03,2.31
137,Instruction,pop,0.03,2.31
137,Instruction,push,0.03,2.31
137,Instruction,ret,0.03,2.31
137,Instruction,sub,0.03,2.31
137,Left Operand,$0x18,0.06,4.09
137,Left Operand,$0x30,0.06,4.09
137,Left Operand,%rax,0.15,4.09
137,Left Operand,%rbp,0.06,4.09
137,Left Operand,%rcx,0.03,4.09
137,Left Operand,%rdi,0.03,4.09
137,Left Operand,%rdx,0.03,4.09
137,Left Operand,%rsi,0.03,4.09
137,Left Operand,%rsp,0.03,4.09
137,Left Operand,-0x10(%rbp),0.03,4.09
137,Left Operand,-0x18(%rbp),0.03,4.09
137,Left Operand,-0x20(%rbp),0.03,4.09
137,Left Operand,-0x28(%rbp),0.09,4.09
137,Left Operand,-0x30(%rbp),0.03,4.09
137,Left Operand,-0x8(%rbp),0.09,4.09
137,Left Operand,"0x0(%rax,%rax, 1)",0.03,4.09
137,Left Operand,30f0 <_ZSt11__addressofI6CSVRowEPT_RS1_>,0.06,4.09
137,Left Operand,48e0 <_ZSt14__relocate_a_1IP6CSVRowS1_SaIS0_EET0_T_S4_S3_RT1_+0x20>,0.03,4.09
137,Left Operand,4931 <_ZSt14__relocate_a_1IP6CSVRowS1_SaIS0_EET0_T_S4_S3_RT1_+0x71>,0.03,4.09
137,Left Operand,4950 <_ZSt19__relocate_object_aI6CSVRowS0_SaIS0_EEvPT_PT0_RT1_>,0.03,4.09
137,Right Operand,,0.76,0.80
137,Right Operand,%rbp,0.24,0.80
138,Instruction,mov,0.43,2.13
138,Instruction,pop,0.14,2.13
138,Instruction,push,0.14,2.13
138,Instruction,ret,0.14,2.13
138,Instruction,xchg,0.14,2.13
138,Left Operand,%ax,0.14,2.25
138,Left Operand,%rbp,0.29,2.25
138,Left Operand,%rdi,0.14,2.25
138,Left Operand,%rsp,0.14,2.25
138,Left Operand,-0x8(%rbp),0.14,2.25
138,Right Operand,,0.86,0.59
138,Right Operand,%rbp,0.14,0.59
139,Instruction,add,0.04,1.72
139,Instruction,call,0.15,1.72
139,Instruction,mov,0.65,1.72
139,Instruction,pop,0.04,1.72
139,Instruction,push,0.04,1.72
139,Instruction,ret,0.04,1.72
139,Instruction,sub,0.04,1.72
139,Left Operand,$0x30,0.08,3.86
139,Left Operand,%rax,0.19,3.86
139,Left Operand,%rbp,0.08,3.86
139,Left Operand,%rdi,0.04,3.86
139,Left Operand,%rdx,0.04,3.86
139,Left Operand,%rsi,0.04,3.86
139,Left Operand,%rsp,0.04,3.86
139,Left Operand,-0x10(%rbp),0.08,3.86
139,Left Operand,-0x18(%rbp),0.08,3.86
139,Left Operand,-0x20(%rbp),0.04,3.86
139,Left Operand,-0x28(%rbp),0.04,3.86
139,Left Operand,-0x30(%rbp),0.04,3.86
139,Left Operand,-0x8(%rbp),0.04,3.86
139,Left Operand,30f0 <_ZSt11__addressofI6CSVRowEPT_RS1_>,0.04,3.86
139,Left Operand,4640 <_ZNSt16allocator_traitsISaI6CSVRowEE7destroyIS0_EEvRS1_PT_>,0.04,3.86
